case,impact_x,impact_y,impact_z,velocity_x,velocity_y,velocity_z,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_young_mpa,material_poisson,material_index,material_name
case358,-3843.119384765625,-331.52392578125,546.107177734375,75.049072265625,666.185791015625,3827.233154296875,3885.5048828125,1.0428473949432373,0.0104284742847085,5.428020813269541e-05,9.935454368591309,83.57244873046875,210000.0,0.30000001192092896,2,steel_rigid
case359,-3966.900634765625,-186.37986755371094,514.1279296875,25.701200485229492,-48.36676025390625,3893.373291015625,3893.758544921875,0.9209626913070679,0.009209627285599709,4.79361078760121e-05,0.8059738874435425,297.9853515625,110000.0,0.3400000035762787,1,titanium_rigid
case360,-4070.714111328125,178.37136840820312,502.7746276855469,-89.41472625732422,-330.5595397949219,1800.79052734375,1833.060546875,0.827195405960083,0.008271954022347927,4.30555191996973e-05,10.766841888427734,254.86398315429688,70000.0,0.33000001311302185,0,aluminum_rigid
case361,-3812.06005859375,-131.18910217285156,505.3313293457031,183.04478454589844,269.0164794921875,2820.810791015625,2839.515380859375,0.8647153377532959,0.008647153154015541,4.5008433517068624e-05,6.58007287979126,55.76776123046875,210000.0,0.30000001192092896,2,steel_rigid
case362,-4225.701171875,112.64372253417969,509.4698486328125,62.748233795166016,-145.89517211914062,1842.6832275390625,1849.5145263671875,1.0890908241271973,0.010890907607972622,5.668717494700104e-05,4.92602014541626,293.2721252441406,210000.0,0.30000001192092896,2,steel_rigid
case363,-3821.39599609375,-234.34848022460938,506.74945068359375,121.05719757080078,281.51104736328125,4519.97119140625,4530.34716796875,0.9179418087005615,0.009179417975246906,4.777887079399079e-05,3.8784961700439453,66.73101806640625,70000.0,0.33000001311302185,0,aluminum_rigid
case364,-4124.8564453125,164.15234375,504.3085021972656,-2.4868030548095703,118.22911071777344,2369.596923828125,2372.5458984375,0.822845995426178,0.00822846032679081,4.28291350544896e-05,2.8569881916046143,91.20497131347656,70000.0,0.33000001311302185,0,aluminum_rigid
case365,-4218.01416015625,-92.09393310546875,507.6806945800781,-80.25747680664062,191.56277465820312,4075.0830078125,4080.37255859375,1.1703230142593384,0.011703230440616608,6.0915313952136785e-05,2.917684555053711,112.73181915283203,110000.0,0.3400000035762787,1,titanium_rigid
case366,-3859.745849609375,111.5760726928711,495.4146423339844,-10.791711807250977,335.3980712890625,2581.32177734375,2603.04248046875,1.104605793952942,0.011046057567000389,5.749472984462045e-05,7.40690803527832,91.84290313720703,110000.0,0.3400000035762787,1,titanium_rigid
case367,-3939.061767578125,-246.59954833984375,514.7451171875,-308.97723388671875,1177.8699951171875,4659.4716796875,4815.96533203125,1.2329493761062622,0.012329493649303913,6.41750157228671e-05,14.646278381347656,104.69857788085938,210000.0,0.30000001192092896,2,steel_rigid
case368,-4278.77197265625,-142.7081756591797,514.545654296875,-327.84588623046875,643.4011840820312,3823.426513671875,3891.02001953125,1.208656907081604,0.012086569331586361,6.291059253271669e-05,10.695219993591309,117.00117492675781,110000.0,0.3400000035762787,1,titanium_rigid
case369,-3998.5283203125,415.990966796875,636.5457763671875,-312.7341003417969,366.9289855957031,4440.3466796875,4466.44384765625,1.2260874509811401,0.012260873802006245,6.381785351550207e-05,6.196732521057129,130.44100952148438,210000.0,0.30000001192092896,2,steel_rigid
case370,-4311.6025390625,246.11767578125,558.2843017578125,-460.7119140625,705.2063598632812,4975.3447265625,5046.14990234375,0.8659362196922302,0.008659361861646175,4.5071978092892095e-05,9.60944938659668,123.1566162109375,110000.0,0.3400000035762787,1,titanium_rigid
case371,-4272.78466796875,421.3691101074219,649.58642578125,344.3135070800781,-328.2750244140625,2592.991455078125,2636.270263671875,0.7933933138847351,0.007933933287858963,4.1296119889011607e-05,10.396241188049316,316.3659973144531,210000.0,0.30000001192092896,2,steel_rigid
case372,-3772.537109375,239.18687438964844,511.15203857421875,-825.9967651367188,26.575233459472656,4763.71142578125,4834.86572265625,0.7867689728736877,0.007867689244449139,4.0951323171611875e-05,9.841902732849121,178.1572265625,210000.0,0.30000001192092896,2,steel_rigid
case373,-3772.94287109375,18.182680130004883,495.9906005859375,-758.9168090820312,440.75836181640625,3622.09716796875,3726.903564453125,0.9432948231697083,0.00943294819444418,4.90984930365812e-05,13.620109558105469,149.85313415527344,110000.0,0.3400000035762787,1,titanium_rigid
case374,-3944.1201171875,-163.376953125,510.2305908203125,-319.4767150878906,-226.22850036621094,3668.79541015625,3689.62109375,1.0635225772857666,0.010635225102305412,5.5356347729684785e-05,6.090483665466309,215.3031463623047,70000.0,0.33000001311302185,0,aluminum_rigid
case375,-3801.465576171875,197.569580078125,503.8940124511719,224.16773986816406,-648.6588745117188,2656.470458984375,2743.691650390625,1.2222259044647217,0.012222259305417538,6.361685518641025e-05,14.485673904418945,289.064453125,210000.0,0.30000001192092896,2,steel_rigid
case376,-3737.226318359375,414.74066162109375,628.30810546875,-316.5837707519531,63.202796936035156,4982.7744140625,4993.22119140625,1.1740689277648926,0.011740689165890217,6.111028778832406e-05,3.7069790363311768,168.70989990234375,210000.0,0.30000001192092896,2,steel_rigid
case377,-3680.195068359375,155.99327087402344,526.2015991210938,-20.88604736328125,119.59748077392578,4212.8427734375,4214.591796875,1.1568166017532349,0.011568165384232998,6.021230001351796e-05,1.6507176160812378,99.90602111816406,110000.0,0.3400000035762787,1,titanium_rigid
case378,-3926.0703125,241.3070068359375,505.24432373046875,731.1263427734375,284.89599609375,3509.685546875,3596.33203125,0.902521550655365,0.009025215171277523,4.697624535765499e-05,12.602568626403809,21.289234161376953,70000.0,0.33000001311302185,0,aluminum_rigid
case379,-4124.63623046875,-185.61183166503906,515.8965454101562,-102.21575927734375,62.881534576416016,3012.769775390625,3015.1591796875,0.8804597854614258,0.00880459789186716,4.582793189911172e-05,2.281081438064575,148.40081787109375,210000.0,0.30000001192092896,2,steel_rigid
case380,-3827.63232421875,68.8804931640625,493.76300048828125,270.28973388671875,42.77113342285156,2910.966064453125,2923.800537109375,0.9611360430717468,0.009611360728740692,5.002713078283705e-05,5.370454788208008,8.992027282714844,70000.0,0.33000001311302185,0,aluminum_rigid
case381,-4218.4912109375,261.15631103515625,520.232421875,-352.17608642578125,379.4698181152344,2877.105224609375,2923.313232421875,0.9724711179733276,0.009724711067974567,5.0617123633855954e-05,10.200746536254883,132.8636016845703,70000.0,0.33000001311302185,0,aluminum_rigid
case382,-4079.75634765625,281.19744873046875,514.1375122070312,27.129793167114258,347.2243957519531,2730.4404296875,2752.5634765625,0.8004346489906311,0.008004346862435341,4.1662624425953254e-05,7.269136428833008,85.53236389160156,110000.0,0.3400000035762787,1,titanium_rigid
case383,-4109.9609375,-316.0338439941406,517.61767578125,-487.9878234863281,42.36735534667969,2131.2333984375,2186.79736328125,1.127145528793335,0.011271455325186253,5.866792344022542e-05,12.94356918334961,175.03799438476562,70000.0,0.33000001311302185,0,aluminum_rigid
case384,-4174.388671875,-277.31866455078125,518.23095703125,-269.8197937011719,-223.99856567382812,2100.195068359375,2129.271484375,0.799304187297821,0.007993041537702084,4.160378375672735e-05,9.479569435119629,219.69873046875,210000.0,0.30000001192092896,2,steel_rigid
case385,-3674.959228515625,400.06201171875,629.5175170898438,-171.8789825439453,-212.71932983398438,2814.649658203125,2827.904541015625,1.1540641784667969,0.011540642008185387,6.0069043684052303e-05,5.549635410308838,231.06150817871094,210000.0,0.30000001192092896,2,steel_rigid
case386,-4158.89453125,103.40308380126953,502.4949645996094,-142.5344696044922,-446.7954406738281,2436.522216796875,2481.246337890625,1.2344846725463867,0.01234484650194645,6.425492756534368e-05,10.89500617980957,252.30653381347656,110000.0,0.3400000035762787,1,titanium_rigid
case387,-3797.20361328125,240.6168212890625,507.87908935546875,-1266.122802734375,-320.9969177246094,4961.66064453125,5130.70947265625,1.1850605010986328,0.01185060478746891,6.16823963355273e-05,14.748744010925293,194.22630310058594,110000.0,0.3400000035762787,1,titanium_rigid
case388,-4151.49951171875,96.02269744873047,502.1611328125,-70.54000091552734,-365.0535888671875,2968.03369140625,2991.231201171875,0.7631703019142151,0.0076317028142511845,3.9723014197079465e-05,7.140263557434082,259.06341552734375,110000.0,0.3400000035762787,1,titanium_rigid
